Target,Function Target,Number of Alpha Carbons in Target,Reference,Function Reference,Number of Alpha Carbons in Reference,Distance
7DAZ,TRANSFERASE,199,5TX4,TRANSFERASE/CYTOKINE,457,2.3780144782748085
8EWR,OXIDOREDUCTASE/INHIBITOR,168,3RSO,SIGNALING PROTEIN,447,2.3781087396401155
8PZ7,TRANSCRIPTION,741,6HTW,TRANSLATION,247,2.3788661187730846
7LZF,TRANSFERASE,612,6IYB,TRANSPORT PROTEIN,240,2.3788833196734025
7O3S,PEPTIDE BINDING PROTEIN,611,4GNL,LYASE,235,2.378915388876265
7CIU,TRANSFERASE,1017,7ODN,STRUCTURAL PROTEIN,415,2.378974311602893
8HAQ,TRANSFERASE,162,1P2T,SIGNALING PROTEIN,490,2.379010089014612
7ME5,SIGNALING PROTEIN,399,4DHE,CELL CYCLE,153,2.37956839851972
6S9F,SIGNALING PROTEIN,182,6JIK,SIGNALING PROTEIN,598,2.37961526113489
6XZV,GENE REGULATION,653,2FB3,LIGAND BINDING PROTEIN,238,2.379735388497609
7DOV,CYTOKINE,168,1YZG,TRANSPORT PROTEIN,445,2.379799129208497
8CKC,TRANSCRIPTION,104,1O4C,SIGNALING PROTEIN,249,2.379871790347639
7JL7,CELL CYCLE,182,3RZV,HYDROLASE,479,2.3800969767973537
8GM5,TRANSLATION/TRANSFERASE,182,3RZV,HYDROLASE,555,2.380217598465685
7MY4,PROTEIN BINDING,285,2R3K,TRANSFERASE,281,2.38029046385168
7JL7,CELL CYCLE,179,1M7B,SIGNALING PROTEIN,479,2.380613417494793
7AXF,NUCLEAR PROTEIN,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,267,2.380669080135629
8IIZ,NUCLEAR PROTEIN,1297,6LS5,HYDROLASE,525,2.38074842931852
7OXU,TRANSCRIPTION,108,4F59,PROTEIN BINDING,249,2.3808901189685674
7NYQ,RNA BINDING PROTEIN,179,1M7B,SIGNALING PROTEIN,566,2.381113785120258
1D4X,CONTRACTILE PROTEIN,171,6T5V,SIGNALING PROTEIN,492,2.381228330856123
6XYS,HYDROLASE,1411,4HB2,PROTEIN TRANSPORT,537,2.381318096245196
7AXF,NUCLEAR PROTEIN,741,6HTW,TRANSLATION,267,2.381522427030049
7OXZ,TRANSCRIPTION,106,1O43,SIGNALING PROTEIN,248,2.381564875766263
8UQB,TRANSFERASE,1017,7ODN,STRUCTURAL PROTEIN,408,2.381707447947757
7CFB,GENE REGULATION,1006,6S8L,STRUCTURAL PROTEIN,388,2.381720593168265
8CKC,TRANSCRIPTION,106,1O43,SIGNALING PROTEIN,249,2.3817982506886857
6XG7,PROTEIN BINDING,106,1O43,SIGNALING PROTEIN,304,2.3818723469013205
7DCJ,DNA BINDING PROTEIN/DNA,535,4EDW,IMMUNE SYSTEM,204,2.3819262814229742
6PYO,PROTEIN TRANSPORT,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,318,2.382070329859486
7X15,LIPID TRANSPORT,698,2GF0,TRANSPORT PROTEIN,251,2.382154181688735
7OXZ,TRANSCRIPTION,104,1O4C,SIGNALING PROTEIN,248,2.3822016901685465
6PYO,PROTEIN TRANSPORT,852,4ANV,TRANSFERASE,318,2.382216140639802
6T2T,TRANSFERASE,698,2GF0,TRANSPORT PROTEIN,254,2.382324378655482
6ULV,TRANSCRIPTION/INHIBITOR,172,8QUG,TRANSFERASE,455,2.38238856585718
8SO1,OXIDOREDUCTASE/SUBSTRATE,182,3RZV,HYDROLASE,470,2.382630242190093
7JW6,RNA BINDING PROTEIN,611,4GNL,LYASE,231,2.3829002919944893
8CK5,TRANSCRIPTION,122,4CUD,TRANSCRIPTION,251,2.3835596705159072
6S7Y,NEUROPEPTIDE,122,4CUD,TRANSCRIPTION,320,2.3838250212673016
6GWQ,HYDROLASE,162,1P2T,SIGNALING PROTEIN,475,2.383826355471484
7BTG,SIGNALING PROTEIN,454,6ZQT,PROTEIN BINDING,157,2.384100825102585
7UAD,SIGNALING PROTEIN/INHIBITOR,768,4Q00,METAL TRANSPORT,277,2.384279679340146
8E8B,TRANSFERASE/DNA,1017,7ODN,STRUCTURAL PROTEIN,436,2.384365828310714
7Y8D,APOPTOSIS,457,7G8E,CYTOSOLIC PROTEIN,151,2.38440915397201
6KOJ,PROTEIN TRANSPORT,674,1RDY,HYDROLASE,257,2.384461507695893
8PZ7,TRANSCRIPTION,106,1O43,SIGNALING PROTEIN,247,2.384478105445784
8DIO,RNA BINDING PROTEIN,772,1EFC,RNA BINDING PROTEIN,300,2.3845043619594857
6V4E,APOPTOSIS,533,6WGN,SIGNALING PROTEIN/INHIBITOR,204,2.3846043770886927
8GM5,TRANSLATION/TRANSFERASE,199,5TX4,TRANSFERASE/CYTOKINE,555,2.384609974376094
7OXZ,TRANSCRIPTION,741,6HTW,TRANSLATION,248,2.384710391801408
7DAZ,TRANSFERASE,162,1P2T,SIGNALING PROTEIN,457,2.38531000862289
7AB8,SIGNALING PROTEIN,871,3BFK,HYDROLASE,311,2.3854599310370226
8D6F,"SIGNALING PROTEIN,",1297,6LS5,HYDROLASE,542,2.3854673098626917
8R79,LIGASE,674,1RDY,HYDROLASE,240,2.385633438209107
6T2M,TRANSCRIPTION,741,6HTW,TRANSLATION,249,2.3857758918077026
6XWV,CELL CYCLE,168,1YZG,TRANSPORT PROTEIN,536,2.3857913188982622
8X72,TRANSFERASE,804,6D5M,SIGNALING PROTEIN,294,2.385885805505027
7PWT,CHAPERONE,792,6TA7,RNA BINDING PROTEIN,237,2.386300238312677
6XWV,CELL CYCLE,168,3RSO,SIGNALING PROTEIN,536,2.38661306285284
6XZI,GENE REGULATION,741,6HTW,TRANSLATION,247,2.386737050472161
6WFW,IMMUNE SYSTEM,161,4L9S,SIGNALING PROTEIN,491,2.386840979902351
7UVE,TRANSFERASE,684,8STM,ONCOPROTEIN,236,2.3871763253508496
7BO6,TRANSCRIPTION,741,6HTW,TRANSLATION,247,2.387188328402216
7E1T,PROTEIN TRANSPORT,1017,7ODN,STRUCTURAL PROTEIN,403,2.387453752004999
6PGW,CELL ADHESION,122,4CUD,TRANSCRIPTION,427,2.387557949618925
8D6D,"SIGNALING PROTEIN,",1297,6LS5,HYDROLASE,544,2.387659761155457
7KVX,IMMUNE SYSTEM,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,181,2.387733010926603
8AK2,STRUCTURAL PROTEIN,804,6D5M,SIGNALING PROTEIN,294,2.388001821119942
6VJ8,HYDROLASE/HYDROLASE INHIBITOR,483,5VBZ,HYDROLASE,182,2.388074039934428
6Y20,TRANSCRIPTION,161,4L9S,SIGNALING PROTEIN,495,2.388489334670026
8B8Z,TRANSCRIPTION,1297,6LS5,HYDROLASE,528,2.388494636578149
3N9Q,OXIDOREDUCTASE,161,4L9S,SIGNALING PROTEIN,496,2.3886049192016587
7DB1,TRANSFERASE,171,6T5V,SIGNALING PROTEIN,450,2.388626975688221
8FDX,LIGASE,621,4ZI2,HYDROLASE,202,2.3887065363659783
7R5F,RNA BINDING PROTEIN,768,4Q00,METAL TRANSPORT,301,2.388714953228365
6YYK,TRANSFERASE,768,4Q00,METAL TRANSPORT,318,2.3889356079464723
7R3O,TRANSFERASE,1006,6S8L,STRUCTURAL PROTEIN,395,2.389010255639123
7RL3,"SIGNALING PROTEIN, TRANSFERASE",457,7G8E,CYTOSOLIC PROTEIN,165,2.3891300209894712
6VNV,TRANSFERASE/INHIBITOR,104,1O4C,SIGNALING PROTEIN,274,2.38919316070716
7R3O,TRANSFERASE,1017,7ODN,STRUCTURAL PROTEIN,395,2.389355892631115
8BS5,RNA BINDING PROTEIN,454,6ZQT,PROTEIN BINDING,164,2.3893979782621515
6TWA,HYDROLASE,198,4LOF,APOPTOSIS,522,2.3894566010811094
3K6J,OXIDOREDUCTASE,161,4L9S,SIGNALING PROTEIN,431,2.3896486970898176
6V4H,APOPTOSIS,602,7MDP,HYDROLASE/IMMUNE SYSTEM,209,2.38999275885756
7NYQ,RNA BINDING PROTEIN,182,3RZV,HYDROLASE,566,2.390031039261828
8IIZ,NUCLEAR PROTEIN,182,1SVI,HYDROLASE,525,2.390054508247193
6ZMU,OXIDOREDUCTASE,1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,424,2.3902417525432336
6S7F,HYDROLASE,182,6JIK,SIGNALING PROTEIN,523,2.3904960743030066
6X5Q,TRANSFERASE,871,3BFK,HYDROLASE,284,2.3904973313025537
7DB2,TRANSFERASE,162,1P2T,SIGNALING PROTEIN,468,2.390723634769232
6XZI,GENE REGULATION,122,4CUD,TRANSCRIPTION,247,2.3908841277356583
8F1X,TRANSFERASE/TRANSFERASE INHIBITOR,852,4ANV,TRANSFERASE,318,2.390954747948347
7UAD,SIGNALING PROTEIN/INHIBITOR,108,4F59,PROTEIN BINDING,277,2.391086261156637
8SKI,TRANSFERASE/DNA,1006,6S8L,STRUCTURAL PROTEIN,426,2.391208921851617
6KOJ,PROTEIN TRANSPORT,611,4GNL,LYASE,257,2.3914489298786923
7O08,TRANSFERASE,199,5TX4,TRANSFERASE/CYTOKINE,451,2.3915712479629847
7MRS,CELL ADHESION,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,366,2.3916882008207416
8OGC,TRANSFERASE,108,4F59,PROTEIN BINDING,305,2.3918924319895645
7OY4,TRANSCRIPTION,122,4CUD,TRANSCRIPTION,258,2.3920485499484108
6XZJ,GENE REGULATION,741,6HTW,TRANSLATION,245,2.392238181285878
7MRS,CELL ADHESION,852,4ANV,TRANSFERASE,366,2.392356208424444
7DB4,TRANSFERASE,168,3RSO,SIGNALING PROTEIN,454,2.392821796596208
6YYK,TRANSFERASE,871,3BFK,HYDROLASE,318,2.3928256198182587
6GWQ,HYDROLASE,161,4L9S,SIGNALING PROTEIN,475,2.3928505147695294
7AYV,LYASE,1297,6LS5,HYDROLASE,502,2.393053080698271
8PZ9,TRANSCRIPTION,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,246,2.3930904199122214
6XZK,GENE REGULATION,698,2GF0,TRANSPORT PROTEIN,240,2.3931117113556244
6HXV,STRUCTURAL PROTEIN,768,4Q00,METAL TRANSPORT,333,2.3933178850614296
8D6D,"SIGNALING PROTEIN,",168,3RSO,SIGNALING PROTEIN,544,2.393388892690812
7JVO,TRANSPORT PROTEIN,1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,432,2.393413717239392
6T2M,TRANSCRIPTION,104,1O4C,SIGNALING PROTEIN,249,2.3934765069278674
7CFB,GENE REGULATION,1017,7ODN,STRUCTURAL PROTEIN,388,2.393894043682606
7PO9,TRANSCRIPTION,535,4EDW,IMMUNE SYSTEM,172,2.393914688648336
8K71,OXIDOREDUCTASE,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,340,2.39391743902584
7K2R,PROTEIN BINDING,198,4LOF,APOPTOSIS,581,2.393940175553897
8F1X,TRANSFERASE/TRANSFERASE INHIBITOR,931,7AVU,PROTEIN BINDING,318,2.394262462205372
7PO9,TRANSCRIPTION,58,6MJ7,SIGNALING PROTEIN,172,2.394484974184011
7TGQ,ANTIVIRAL PROTEIN,535,4EDW,IMMUNE SYSTEM,182,2.394842428897832
6T2M,TRANSCRIPTION,108,4F59,PROTEIN BINDING,249,2.3954042084439293
8K71,OXIDOREDUCTASE,852,4ANV,TRANSFERASE,340,2.3954998975939645
7ZFG,TRANSCRIPTION,741,6HTW,TRANSLATION,247,2.3955809622218327
1D4X,CONTRACTILE PROTEIN,168,1YZG,TRANSPORT PROTEIN,492,2.3959032984016453
6THV,HYDROLASE,1006,6S8L,STRUCTURAL PROTEIN,381,2.396149579506297
7B39,GENE REGULATION,108,4F59,PROTEIN BINDING,255,2.3961672124411795
7JW6,RNA BINDING PROTEIN,612,6IYB,TRANSPORT PROTEIN,231,2.3963274639615832
6XRP,HYDROLASE/HYDROLASE INHIBITOR,483,5VBZ,HYDROLASE,186,2.396353210454377
7DB4,TRANSFERASE,168,1YZG,TRANSPORT PROTEIN,454,2.396537578384024
7MIC,"VIRAL PROTEIN,HYDROLASE/SUBSTRATE",684,8STM,ONCOPROTEIN,220,2.39676302349788
3N9P,OXIDOREDUCTASE,162,1P2T,SIGNALING PROTEIN,501,2.3967736058381024
8DIO,RNA BINDING PROTEIN,871,3BFK,HYDROLASE,300,2.3968810175244446
6WMS,TRANSCRIPTION,168,3RSO,SIGNALING PROTEIN,419,2.3969078665589967
6XZI,GENE REGULATION,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,247,2.3971586079314338
8HAQ,TRANSFERASE,161,4L9S,SIGNALING PROTEIN,490,2.397243501774127
8OG5,TRANSFERASE,122,4CUD,TRANSCRIPTION,301,2.3973711595077
7UVE,TRANSFERASE,792,6TA7,RNA BINDING PROTEIN,236,2.3973912318452126
7YB7,APOPTOSIS,886,7XQL,TOXIN,294,2.397695033677928
6ULV,TRANSCRIPTION/INHIBITOR,171,6T5V,SIGNALING PROTEIN,455,2.397871750407867
8SO1,OXIDOREDUCTASE/SUBSTRATE,172,8QUG,TRANSFERASE,470,2.3979441682440443
6ZW1,HYDROLASE,1006,6S8L,STRUCTURAL PROTEIN,380,2.3980145607557635
8PZ7,TRANSCRIPTION,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,247,2.398239716613296
7DB0,TRANSFERASE,161,4L9S,SIGNALING PROTEIN,461,2.398466780742364
7AZW,TRANSCRIPTION,653,2FB3,LIGAND BINDING PROTEIN,235,2.398483420754226
7BO6,TRANSCRIPTION,108,4F59,PROTEIN BINDING,247,2.398593522746803
7QUT,DNA BINDING PROTEIN,1297,6LS5,HYDROLASE,504,2.398759835876892
8OG5,TRANSFERASE,108,4F59,PROTEIN BINDING,301,2.3988275893690294
7MFW,CELL ADHESION,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,191,2.3988662210090594
6T2M,TRANSCRIPTION,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,249,2.398902395746508
8OG5,TRANSFERASE,106,1O43,SIGNALING PROTEIN,301,2.399120657053131
8CKC,TRANSCRIPTION,122,4CUD,TRANSCRIPTION,249,2.3991744124016536
3N9O,OXIDOREDUCTASE,161,4L9S,SIGNALING PROTEIN,495,2.39921624576606
7O2R,HYDROLASE,1006,6S8L,STRUCTURAL PROTEIN,357,2.399337482805336
7ME4,SIGNALING PROTEIN,743,4TMX,TRANSLATION,227,2.3993593012357795
7DB3,TRANSFERASE,199,5TX4,TRANSFERASE/CYTOKINE,450,2.3994636883490594
6V4E,APOPTOSIS,602,7MDP,HYDROLASE/IMMUNE SYSTEM,204,2.399561317457939
7DAY,TRANSFERASE,168,3RSO,SIGNALING PROTEIN,451,2.3996244342638957
7BO6,TRANSCRIPTION,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,247,2.4000387519120827
6YRQ,VIRAL PROTEIN,1006,6S8L,STRUCTURAL PROTEIN,400,2.400077811236375
7JL7,CELL CYCLE,199,5TX4,TRANSFERASE/CYTOKINE,479,2.400620550356739
6KD6,DNA BINDING PROTEIN,871,3BFK,HYDROLASE,325,2.4008738425680383
8FDY,TRANSFERASE,621,4ZI2,HYDROLASE,201,2.400884602111707
8OGC,TRANSFERASE,106,1O43,SIGNALING PROTEIN,305,2.400971049839832
8GM5,TRANSLATION/TRANSFERASE,172,8QUG,TRANSFERASE,555,2.401095844414733
6KOJ,PROTEIN TRANSPORT,741,6HTW,TRANSLATION,257,2.4012610848412184
6KOJ,PROTEIN TRANSPORT,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,257,2.401271685245417
8R79,LIGASE,670,3ZYC,HYDROLASE,240,2.4014776743551285
6T2M,TRANSCRIPTION,106,1O43,SIGNALING PROTEIN,249,2.401512371667085
8DKT,CELL CYCLE,180,2GCN,SIGNALING PROTEIN,526,2.401582403206231
7MY4,PROTEIN BINDING,282,1KE8,TRANSFERASE,281,2.4016357468242493
7ZC9,SIGNALING PROTEIN,887,5UBR,TRANSFERASE/TRANSFERASE REGULATOR,392,2.401797101594286
6XTZ,SIGNALING PROTEIN,1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,425,2.401976878182728
7MQY,CELL ADHESION,108,4F59,PROTEIN BINDING,370,2.402098047271571
6LXC,TRANSCRIPTION,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",261,2.4022819720194866
7OXZ,TRANSCRIPTION,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,248,2.4023753145945377
7ZFG,TRANSCRIPTION,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,247,2.402431768415424
8AK2,STRUCTURAL PROTEIN,108,4F59,PROTEIN BINDING,294,2.4027112546093115
8SO1,OXIDOREDUCTASE/SUBSTRATE,183,1ZNY,TRANSFERASE,470,2.402851897181844
7DAX,TRANSFERASE,199,5TX4,TRANSFERASE/CYTOKINE,452,2.4029342113294043
7ZFX,TRANSCRIPTION,108,4F59,PROTEIN BINDING,249,2.403410723510904
7NYQ,RNA BINDING PROTEIN,183,1ZNY,TRANSFERASE,566,2.403546267974369
8SKI,TRANSFERASE/DNA,1017,7ODN,STRUCTURAL PROTEIN,426,2.403558044790313
6PKH,HYDROLASE,122,4CUD,TRANSCRIPTION,312,2.403809172839278
7NYQ,RNA BINDING PROTEIN,199,5TX4,TRANSFERASE/CYTOKINE,566,2.4038557101474685
6LPH,PROTEIN BINDING,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",272,2.40391652431662
7PWT,CHAPERONE,612,6IYB,TRANSPORT PROTEIN,237,2.4042473988646567
7YBX,TRANSFERASE/INHIBITOR,804,6D5M,SIGNALING PROTEIN,300,2.4042955078823463
7UAD,SIGNALING PROTEIN/INHIBITOR,106,1O43,SIGNALING PROTEIN,277,2.404464934843007
6QQ4,TRANSPORT PROTEIN,653,2FB3,LIGAND BINDING PROTEIN,243,2.4046143972934453
7VNI,TRANSCRIPTION,1006,6S8L,STRUCTURAL PROTEIN,433,2.4047488236793355
7MIC,"VIRAL PROTEIN,HYDROLASE/SUBSTRATE",792,6TA7,RNA BINDING PROTEIN,220,2.4048050431619257
6LTK,CHAPERONE,621,4ZI2,HYDROLASE,208,2.4049874600914607
6VNV,TRANSFERASE/INHIBITOR,768,4Q00,METAL TRANSPORT,274,2.405050359297228
7D86,GENE REGULATION,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,185,2.4050592040499152
7XUB,TRANSFERASE,162,1P2T,SIGNALING PROTEIN,538,2.405195283539092
7K2R,PROTEIN BINDING,182,6JIK,SIGNALING PROTEIN,581,2.405316347495725
6XZV,GENE REGULATION,698,2GF0,TRANSPORT PROTEIN,238,2.40533504978264
8C69,FLAVOPROTEIN,1297,6LS5,HYDROLASE,500,2.4053435777319905
6JVR,HYDROLASE,768,4Q00,METAL TRANSPORT,305,2.405603692972467
8HTC,TRANSFERASE,772,1EFC,RNA BINDING PROTEIN,290,2.405682554297741
8C6B,FLAVOPROTEIN,1297,6LS5,HYDROLASE,500,2.4061797028380543
6YRB,VIRAL PROTEIN,457,7G8E,CYTOSOLIC PROTEIN,199,2.406304749822996
8AK2,STRUCTURAL PROTEIN,106,1O43,SIGNALING PROTEIN,294,2.4063473862626314
6XZH,GENE REGULATION,741,6HTW,TRANSLATION,245,2.406592371766007
7CMR,TRANSFERASE,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",263,2.4067161303169007
7DB1,TRANSFERASE,199,5TX4,TRANSFERASE/CYTOKINE,450,2.4067609354887667
8C6A,FLAVOPROTEIN,1297,6LS5,HYDROLASE,500,2.407005731657668
7BJI,STRUCTURAL PROTEIN,886,7XQL,TOXIN,349,2.4070675001640445
7PRX,SIGNALING PROTEIN,772,1EFC,RNA BINDING PROTEIN,267,2.407258934200786
7XUB,TRANSFERASE,1297,6LS5,HYDROLASE,538,2.4075409395023915
7B39,GENE REGULATION,104,1O4C,SIGNALING PROTEIN,255,2.407575090705316
8C1U,FLAVOPROTEIN,1297,6LS5,HYDROLASE,500,2.4076281467614886
7OXZ,TRANSCRIPTION,122,4CUD,TRANSCRIPTION,248,2.407646138422311
7MY4,PROTEIN BINDING,319,3LUI,PROTEIN TRANSPORT,281,2.4078505767289187
6ULV,TRANSCRIPTION/INHIBITOR,168,1YZG,TRANSPORT PROTEIN,455,2.4079057466821
8DKT,CELL CYCLE,179,1M7B,SIGNALING PROTEIN,526,2.407966888449113
8C6F,FLAVOPROTEIN,1297,6LS5,HYDROLASE,500,2.407991698649341
1ZL9,TRANSFERASE,1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,414,2.408020719448407
7MY4,PROTEIN BINDING,250,7VV8,CELL CYCLE,281,2.408129345639167
8K71,OXIDOREDUCTASE,886,7XQL,TOXIN,340,2.4081410584705343
8IIZ,NUCLEAR PROTEIN,199,5TX4,TRANSFERASE/CYTOKINE,525,2.408143663941153
7BJO,TRANSFERASE,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",257,2.408455730787725
7O08,TRANSFERASE,168,1YZG,TRANSPORT PROTEIN,451,2.408544180565939
8D6D,"SIGNALING PROTEIN,",171,6T5V,SIGNALING PROTEIN,544,2.40859655285334
8IIZ,NUCLEAR PROTEIN,180,2GCN,SIGNALING PROTEIN,525,2.408611322201393
7DB4,TRANSFERASE,171,6T5V,SIGNALING PROTEIN,454,2.4087320664452414
6O5Z,TRANSFERASE/TRANSFERASE INHIBITOR,1297,6LS5,HYDROLASE,531,2.4087320696148
8C6C,FLAVOPROTEIN,1297,6LS5,HYDROLASE,500,2.4087525149055367
6PGW,CELL ADHESION,108,4F59,PROTEIN BINDING,427,2.408930880813713
7AZT,LYASE,1297,6LS5,HYDROLASE,502,2.4089932738793096
7DAY,TRANSFERASE,168,1YZG,TRANSPORT PROTEIN,451,2.409113303504676
8C6H,FLAVOPROTEIN,1297,6LS5,HYDROLASE,500,2.409346223390953
7O08,TRANSFERASE,168,3RSO,SIGNALING PROTEIN,451,2.409347873207917
6XWV,CELL CYCLE,171,6T5V,SIGNALING PROTEIN,536,2.409383800383767
6XG7,PROTEIN BINDING,104,1O4C,SIGNALING PROTEIN,304,2.409409400792216
7DAZ,TRANSFERASE,161,4L9S,SIGNALING PROTEIN,457,2.4099051409705026
8D6F,"SIGNALING PROTEIN,",168,3RSO,SIGNALING PROTEIN,542,2.409933688161093
6THV,HYDROLASE,1017,7ODN,STRUCTURAL PROTEIN,381,2.410261194060677
6HXV,STRUCTURAL PROTEIN,871,3BFK,HYDROLASE,333,2.41036780390045
6SLW,PEPTIDE BINDING PROTEIN,653,2FB3,LIGAND BINDING PROTEIN,245,2.4103777045398345
7CIW,TRANSFERASE,643,4YW9,LYASE,216,2.410381140987402
7O3S,PEPTIDE BINDING PROTEIN,670,3ZYC,HYDROLASE,235,2.410528021992196
7D87,GENE REGULATION,621,4ZI2,HYDROLASE,211,2.4105916219389183
8D6D,"SIGNALING PROTEIN,",1411,4HB2,PROTEIN TRANSPORT,544,2.4108826372711243
6ULV,TRANSCRIPTION/INHIBITOR,168,3RSO,SIGNALING PROTEIN,455,2.410962394259793
6Y6E,RNA BINDING PROTEIN,621,4ZI2,HYDROLASE,238,2.4109849942692363
1ZL9,TRANSFERASE,1006,6S8L,STRUCTURAL PROTEIN,414,2.411160202780791
7Y8D,APOPTOSIS,58,6MJ7,SIGNALING PROTEIN,151,2.411438908432146
6VJ9,HYDROLASE/HYDROLASE INHIBITOR,483,5VBZ,HYDROLASE,182,2.411648546871341
7MY4,PROTEIN BINDING,249,7ULF,LIGASE,281,2.4117662346926583
6ZW1,HYDROLASE,1017,7ODN,STRUCTURAL PROTEIN,380,2.4120363091580783
8DKT,CELL CYCLE,1411,4HB2,PROTEIN TRANSPORT,526,2.4120435619091163
7ZHH,RNA BINDING PROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,222,2.4121415527940706
3N9N,OXIDOREDUCTASE,162,1P2T,SIGNALING PROTEIN,501,2.412192161368037
7CIX,TRANSFERASE,643,4YW9,LYASE,216,2.412470958752953
7MRS,CELL ADHESION,977,5TC3,OXIDOREDUCTASE,366,2.412830874230482
7O2R,HYDROLASE,1017,7ODN,STRUCTURAL PROTEIN,357,2.4131191385789146
6VFQ,CELL ADHESION,1006,6S8L,STRUCTURAL PROTEIN,425,2.413138210893599
7JO7,CYTOSOLIC PROTEIN,887,5UBR,TRANSFERASE/TRANSFERASE REGULATOR,367,2.4131891116798974
6O5Z,TRANSFERASE/TRANSFERASE INHIBITOR,198,4LOF,APOPTOSIS,531,2.4133542832444284
7WCW,TRANSFERASE/TRANSFERASE INHIBITOR,804,6D5M,SIGNALING PROTEIN,300,2.413602920510077
7VNH,TRANSCRIPTION,643,4YW9,LYASE,225,2.4139503002830347
7UAD,SIGNALING PROTEIN/INHIBITOR,104,1O4C,SIGNALING PROTEIN,277,2.4139725517300104
7OXU,TRANSCRIPTION,104,1O4C,SIGNALING PROTEIN,249,2.414143531309024
8D6F,"SIGNALING PROTEIN,",1411,4HB2,PROTEIN TRANSPORT,542,2.4143424337600243
7UVE,TRANSFERASE,612,6IYB,TRANSPORT PROTEIN,236,2.414844658691501
6XI4,CELL CYCLE,1035,6ZWB,CELL CYCLE,408,2.414989367844396
8DKT,CELL CYCLE,182,3RZV,HYDROLASE,526,2.415045211578688
7ZFX,TRANSCRIPTION,104,1O4C,SIGNALING PROTEIN,249,2.4151108298836
8IIZ,NUCLEAR PROTEIN,179,1M7B,SIGNALING PROTEIN,525,2.415134952778212
6XZJ,GENE REGULATION,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,245,2.4151423586007006
6ELK,OXIDOREDUCTASE,1006,6S8L,STRUCTURAL PROTEIN,392,2.415365925102513
6HXY,STRUCTURAL PROTEIN,772,1EFC,RNA BINDING PROTEIN,301,2.41554144424497
7CIV,TRANSFERASE,643,4YW9,LYASE,215,2.415678544275772
7DAY,TRANSFERASE,171,6T5V,SIGNALING PROTEIN,451,2.415867732191651
7MIC,"VIRAL PROTEIN,HYDROLASE/SUBSTRATE",611,4GNL,LYASE,220,2.4159417080388126
1ZL9,TRANSFERASE,1017,7ODN,STRUCTURAL PROTEIN,414,2.416975514683433
7UVE,TRANSFERASE,611,4GNL,LYASE,236,2.4170200828206654
8PBR,HYDROLASE,1006,6S8L,STRUCTURAL PROTEIN,370,2.4170711739257933
6VFQ,CELL ADHESION,122,4CUD,TRANSCRIPTION,425,2.417109435003089
7K2R,PROTEIN BINDING,182,1SVI,HYDROLASE,581,2.4177921117014
7OXU,TRANSCRIPTION,106,1O43,SIGNALING PROTEIN,249,2.417978537088616
7O3S,PEPTIDE BINDING PROTEIN,674,1RDY,HYDROLASE,235,2.4180114524008824
8K71,OXIDOREDUCTASE,108,4F59,PROTEIN BINDING,340,2.4187219392490227
6XZH,GENE REGULATION,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,245,2.4188720095161007
6HXY,STRUCTURAL PROTEIN,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",301,2.419022343967326
7ZFX,TRANSCRIPTION,106,1O43,SIGNALING PROTEIN,249,2.419356746761731
7CIU,TRANSFERASE,1171,6C5U,TRANSFERASE/ANTIBIOTIC,415,2.419605038286808
8G1Z,HYDROLASE/INHIBITOR,1006,6S8L,STRUCTURAL PROTEIN,359,2.4196299920672644
8BJK,HYDROLASE,1006,6S8L,STRUCTURAL PROTEIN,366,2.420143332730422
6VFQ,CELL ADHESION,1017,7ODN,STRUCTURAL PROTEIN,425,2.4202954831887555
6UPR,STRUCTURAL PROTEIN,180,2GCN,SIGNALING PROTEIN,543,2.420474193061237
8AK3,STRUCTURAL PROTEIN,886,7XQL,TOXIN,298,2.4210539569748226
6OS4,METAL BINDING PROTEIN,400,1KJZ,TRANSLATION,147,2.421231594499932
